Year,SERIES,តំបន់យោង,ភេទ,UNIT_MEASURE,GeoCode,Value
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,18.18
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,9.09
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,9.09
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,9.09
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,កណ្តាល,ស្រី,ភាគរយ,KH08,9.09
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ឧត្តរមានជ័យ,ស្រី,ភាគរយ,KH22,0.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,រតនគិរី,ស្រី,ភាគរយ,KH16,0.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,25.0
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,បាត់ដំបង,ស្រី,ភាគរយ,KH02,12.5
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,0.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ព្រៃវែង,ស្រី,ភាគរយ,KH14,9.09
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,16.67
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,8.33
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,33.33
2014,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2015,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2016,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2017,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2018,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2019,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2020,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
2021,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ភ្នំពេញ,ស្រី,ភាគរយ,KH12,25.0
1993,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,20.0
1994,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,20.0
1995,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,20.0
1996,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,20.0
1997,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,20.0
1998,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
1999,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
2000,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
2001,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
2002,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
2003,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,40.0
2008,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2009,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2010,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2011,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2012,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
2013,៥.៥.១ សមាមាត្រអាសនៈរបស់្រសី្តនៅក្នុងស្ថាប័ននីតិប្បញ្ញត្តិ,ស្វាយរៀង,ស្រី,ភាគរយ,KH20,60.0
