Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,48.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,49.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,42.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,40.1
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,41.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,42.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,44.0
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,47.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,52.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,53.3
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,KH14,52.2
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,47.4
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,46.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,38.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,33.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,35.3
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,35.1
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,36.3
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,41.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,45.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,45.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,KH15,47.0
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,45.7
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,44.5
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,34.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,31.2
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,31.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,30.1
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,30.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,36.3
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,36.2
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,36.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,KH15,38.3
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,46.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,45.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,36.5
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,32.2
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,33.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,32.5
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,33.4
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,38.7
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,40.9
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,41.0
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,KH15,42.5
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,16.9
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,16.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,18.9
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,21.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,22.8
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,24.1
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,23.7
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,28.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,34.4
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,40.5
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ស្រី,,ភាគរយ,KH16,48.2
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,25.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,25.8
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,27.0
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,26.5
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,25.9
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,26.2
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,27.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,31.5
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,38.7
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,40.4
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,ប្រុស,,ភាគរយ,KH16,45.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,21.1
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,21.2
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,23.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,24.0
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,24.4
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,25.2
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,25.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,30.1
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,36.7
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,40.4
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,រតនគិរី,,,ភាគរយ,KH16,46.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,43.7
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,46.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,42.3
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,40.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,41.5
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,42.3
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,43.8
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,49.9
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,52.3
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,56.0
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ស្រី,,ភាគរយ,KH17,55.8
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,40.9
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,43.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,37.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,33.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,31.1
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,31.8
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,34.3
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,35.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,36.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,40.1
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,ប្រុស,,ភាគរយ,KH17,41.2
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,42.3
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,45.1
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,39.6
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,37.0
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,36.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,36.9
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,38.9
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,42.6
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,44.2
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,47.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,សៀមរាប,,,ភាគរយ,KH17,48.3
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,38.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,40.3
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,36.0
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,30.9
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,30.3
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,27.7
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,27.4
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,28.9
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,34.0
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,36.8
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ស្រី,,ភាគរយ,KH19,40.4
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,39.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,42.9
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,31.1
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,30.7
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,32.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,29.5
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,24.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,27.8
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,33.2
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,34.6
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,ប្រុស,,ភាគរយ,KH19,35.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,38.5
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,41.6
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,33.5
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,30.8
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,31.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,28.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,26.0
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,28.4
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,33.6
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,35.6
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្ទឹងត្រែង,,,ភាគរយ,KH19,38.0
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,48.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,38.7
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,42.4
2012,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,40.3
2013,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,40.2
2014,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,44.6
2015,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,48.6
2016,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,56.6
2017,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,58.1
2018,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,62.9
2019,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ស្រី,,ភាគរយ,KH20,58.6
2009,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ប្រុស,,ភាគរយ,KH20,59.0
2010,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ប្រុស,,ភាគរយ,KH20,62.4
2011,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ស្វាយរៀង,ប្រុស,,ភាគរយ,KH20,52.1
