Year,SERIES,តំបន់យោង,ភេទ,កំរិតនគរូបនីយកម្ម,UNIT_MEASURE,GeoCode,Value
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,66.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,69.1
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,70.2
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,71.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,73.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,មណ្ឌលគីរី,,,ភាគរយ,KH11,74.3
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,73.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,74.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,78.6
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,77.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,83.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,77.6
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,72.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,70.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,70.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,76.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ស្រី,,ភាគរយ,KH22,72.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,77.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,85.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,74.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,83.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,78.5
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,70.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,65.5
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,66.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,64.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,65.1
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,ប្រុស,,ភាគរយ,KH22,63.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,75.9
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,79.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,76.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,80.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,80.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,73.9
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,69.0
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,68.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,67.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,70.6
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ឧត្តរមានជ័យ,,,ភាគរយ,KH22,68.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,72.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,74.6
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,63.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,64.9
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,65.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,67.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,63.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,66.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,62.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,62.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ស្រី,,ភាគរយ,KH24,60.2
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,72.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,76.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,60.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,65.4
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,67.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,64.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,58.1
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,53.7
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,52.0
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,52.5
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,ប្រុស,,ភាគរយ,KH24,56.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,72.7
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,75.5
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,61.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,65.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,66.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,65.8
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,60.8
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,59.6
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,56.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,57.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ប៉ៃលិន,,,ភាគរយ,KH24,58.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,83.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,80.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,98.2
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,85.2
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,85.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,83.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,81.9
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,80.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,78.8
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,84.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ស្រី,,ភាគរយ,KH12,86.1
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,81.6
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,88.8
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,95.7
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,84.1
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,81.1
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,77.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,75.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,73.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,70.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,75.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,ប្រុស,,ភាគរយ,KH12,77.5
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,82.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,84.3
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,96.9
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,84.6
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,73.0
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,80.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,78.4
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,76.8
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,74.6
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,79.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ភ្នំពេញ,,,ភាគរយ,KH12,81.6
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,70.4
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,76.2
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,80.1
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,95.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,70.7
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,68.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,72.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,69.5
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,71.4
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,69.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ស្រី,,ភាគរយ,KH18,68.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,73.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,79.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,79.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,52.8
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,74.3
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,64.2
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,70.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,67.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,65.1
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,65.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,ប្រុស,,ភាគរយ,KH18,62.9
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,72.2
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,78.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,80.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,73.3
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,72.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,66.3
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,71.6
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,68.4
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,68.2
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,67.9
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះសីហនុ,,,ភាគរយ,KH18,65.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,77.3
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,78.7
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,89.3
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,77.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,84.9
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,91.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,97.7
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,93.1
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,96.7
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,96.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ស្រី,,ភាគរយ,KH13,94.8
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,69.8
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,98.0
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,82.8
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,84.5
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,74.5
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,75.5
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,77.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,79.3
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,77.5
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,82.7
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,ប្រុស,,ភាគរយ,KH13,80.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,73.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,86.9
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,86.0
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,81.0
2013,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,79.6
2014,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,83.4
2015,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,87.2
2016,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,86.0
2017,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,86.9
2018,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,89.4
2019,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រះវិហារ,,,ភាគរយ,KH13,87.4
2009,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,KH14,87.5
2010,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,KH14,82.1
2011,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,KH14,94.5
2012,៤.១.១.១ អត្រាបញ្ចប់ការសិក្សានៅបឋមសិក្សា,ព្រៃវែង,ស្រី,,ភាគរយ,KH14,93.0
